trial_id,split,seed,criterion,pair_name,relation_type,severity,noise,fault_1_stage,fault_1_distinction,fault_1_severity,fault_2_stage,fault_2_distinction,fault_2_severity,policy,first_action,action_sequence,recovered,task_loss_before,task_loss_after,intervention_cost,harm,utility,oracle_sequence,oracle_utility,confidence,abstained,early_stop_position
development:401:FB+FR:soft_masking:0.25:0.00:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.25,0.0,B,b,0.25,R,tau,0.25,oracle,rB,rB,True,1.25,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,qrtc,rB,rB,True,1.3,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:random,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,random,rW,rW,False,1.3,0.665,2.0,1.0,-0.35,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,cheapest_first,rJ,rJ,False,1.3,0.665,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,highest_stage_posterior,rB,rB,True,1.3,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,greedy_gain,rB,rB,True,1.3,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,end_to_end,rB,rB,True,1.3,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.05:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.25,0.05,B,b,0.25,R,tau,0.25,oracle,rB,rB,True,1.3,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,qrtc,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:random,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,random,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,cheapest_first,rJ,rJ,False,1.35,0.68,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,highest_stage_posterior,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,greedy_gain,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,end_to_end,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.10:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.25,0.1,B,b,0.25,R,tau,0.25,oracle,rB,rB,True,1.35,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,qrtc,rB,rB,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:random,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,random,rR,rR,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,cheapest_first,rJ,rJ,False,1.45,0.71,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,highest_stage_posterior,rB,rB,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,greedy_gain,rB,rB,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,end_to_end,rB,rB,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.25:0.20:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.25,0.2,B,b,0.25,R,tau,0.25,oracle,rB,rB,True,1.45,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,qrtc,rB,rB,True,1.5,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:random,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,random,rG,rG,False,1.5,0.7,5.0,1.0,-0.5,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,cheapest_first,rJ,rJ,False,1.5,0.7,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,highest_stage_posterior,rB,rB,True,1.5,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,greedy_gain,rB,rB,True,1.5,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,end_to_end,rB,rB,True,1.5,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.00:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.5,0.0,B,b,0.5,R,tau,0.5,oracle,rB,rB,True,1.5,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,qrtc,rB,rB,True,1.55,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:random,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,random,rJ,rJ,False,1.55,0.715,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,cheapest_first,rJ,rJ,False,1.55,0.715,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,highest_stage_posterior,rB,rB,True,1.55,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,greedy_gain,rB,rB,True,1.55,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,end_to_end,rB,rB,True,1.55,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.05:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.5,0.05,B,b,0.5,R,tau,0.5,oracle,rB,rB,True,1.55,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,qrtc,rB,rB,True,1.6,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:random,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,random,rD,rD,False,1.6,0.73,3.0,1.0,-0.4,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,cheapest_first,rJ,rJ,False,1.6,0.73,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,highest_stage_posterior,rB,rB,True,1.6,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,greedy_gain,rB,rB,True,1.6,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,end_to_end,rB,rB,True,1.6,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.10:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.5,0.1,B,b,0.5,R,tau,0.5,oracle,rB,rB,True,1.6,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,qrtc,rB,rB,True,1.7,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:random,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,random,rG,rG,False,1.7,0.76,5.0,1.0,-0.5,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,cheapest_first,rJ,rJ,False,1.7,0.76,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,highest_stage_posterior,rB,rB,True,1.7,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,greedy_gain,rB,rB,True,1.7,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,end_to_end,rB,rB,True,1.7,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.50:0.20:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.5,0.2,B,b,0.5,R,tau,0.5,oracle,rB,rB,True,1.7,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,qrtc,rB,rB,True,1.75,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:random,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,random,rW,rW,False,1.75,0.75,2.0,1.0,-0.35,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,cheapest_first,rJ,rJ,False,1.75,0.75,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,highest_stage_posterior,rB,rB,True,1.75,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,greedy_gain,rB,rB,True,1.75,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,end_to_end,rB,rB,True,1.75,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.00:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.75,0.0,B,b,0.75,R,tau,0.75,oracle,rB,rB,True,1.75,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,qrtc,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:random,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,random,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,cheapest_first,rJ,rJ,False,1.8,0.765,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,highest_stage_posterior,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,greedy_gain,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,end_to_end,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.05:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.75,0.05,B,b,0.75,R,tau,0.75,oracle,rB,rB,True,1.8,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,qrtc,rB,rB,True,1.85,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:random,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,random,r0,r0,False,1.85,0.78,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,cheapest_first,rJ,rJ,False,1.85,0.78,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,highest_stage_posterior,rB,rB,True,1.85,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,greedy_gain,rB,rB,True,1.85,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,end_to_end,rB,rB,True,1.85,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.10:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.75,0.1,B,b,0.75,R,tau,0.75,oracle,rB,rB,True,1.85,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:qrtc,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,qrtc,rB,rB,True,1.95,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:random,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,random,rG,rG,False,1.95,0.81,5.0,1.0,-0.5,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,cheapest_first,rJ,rJ,False,1.95,0.81,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,highest_stage_posterior,rB,rB,True,1.95,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,greedy_gain,rB,rB,True,1.95,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,end_to_end,rB,rB,True,1.95,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:0.75:0.20:0:oracle,development,401,pi_2,FB+FR,soft_masking,0.75,0.2,B,b,0.75,R,tau,0.75,oracle,rB,rB,True,1.95,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:qrtc,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,qrtc,rB,rB,True,2.0,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:random,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,random,rJ,rJ,False,2.0,0.8,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,cheapest_first,rJ,rJ,False,2.0,0.8,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,highest_stage_posterior,rB,rB,True,2.0,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,greedy_gain,rB,rB,True,2.0,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,end_to_end,rB,rB,True,2.0,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.00:0:oracle,development,401,pi_2,FB+FR,soft_masking,1.0,0.0,B,b,1.0,R,tau,1.0,oracle,rB,rB,True,2.0,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:qrtc,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,qrtc,rB,rB,True,2.05,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:random,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,random,rD,rD,False,2.05,0.8150000000000001,3.0,1.0,-0.4,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,cheapest_first,rJ,rJ,False,2.05,0.8150000000000001,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,highest_stage_posterior,rB,rB,True,2.05,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,greedy_gain,rB,rB,True,2.05,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,end_to_end,rB,rB,True,2.05,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.05:0:oracle,development,401,pi_2,FB+FR,soft_masking,1.0,0.05,B,b,1.0,R,tau,1.0,oracle,rB,rB,True,2.05,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:qrtc,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,qrtc,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:random,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,random,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,cheapest_first,rJ,rJ,False,2.1,0.8300000000000001,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,highest_stage_posterior,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,greedy_gain,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,end_to_end,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.10:0:oracle,development,401,pi_2,FB+FR,soft_masking,1.0,0.1,B,b,1.0,R,tau,1.0,oracle,rB,rB,True,2.1,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:qrtc,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,qrtc,rB,rB,True,2.2,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:random,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,random,rJ,rJ,False,2.2,0.8600000000000001,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:cheapest_first,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,cheapest_first,rJ,rJ,False,2.2,0.8600000000000001,1.0,1.0,-0.3,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:highest_stage_posterior,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,highest_stage_posterior,rB,rB,True,2.2,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:greedy_gain,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,greedy_gain,rB,rB,True,2.2,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:end_to_end,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,end_to_end,rB,rB,True,2.2,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
development:401:FB+FR:soft_masking:1.00:0.20:0:oracle,development,401,pi_2,FB+FR,soft_masking,1.0,0.2,B,b,1.0,R,tau,1.0,oracle,rB,rB,True,2.2,0.2,4.0,0.0,0.8,rB,0.8,0.55,False,1
development:401:FB+FR:independent:0.25:0.00:0:qrtc,development,401,pi_2,FB+FR,independent,0.25,0.0,B,b,0.25,R,tau,0.25,qrtc,rB,rB,True,1.25,0.2,4.0,0.0,0.8,rB,0.8,0.95,False,1
development:401:FB+FR:independent:0.25:0.00:0:random,development,401,pi_2,FB+FR,independent,0.25,0.0,B,b,0.25,R,tau,0.25,random,rB,rB,True,1.25,0.2,4.0,0.0,0.8,rB,0.8,0.45,False,1
